Proceso,Agno,Etapa,Factor_Planta
EL_RINCON,2026,8,0.940860215
EL_RINCON,2026,9,0.972222222
EL_RINCON,2026,10,0.940860215
EL_RINCON,2026,11,0.972222222
EL_RINCON,2026,12,0.940860215
EL_TARTARO,2026,1,0
EL_TARTARO,2026,2,0
EL_TARTARO,2026,3,0
EL_TARTARO,2026,4,0
EL_TARTARO,2026,5,0.129239041
EL_TARTARO,2026,6,0.133547009
EL_TARTARO,2026,7,0.129239041
EL_TARTARO,2026,8,0.129239041
EL_TARTARO,2026,9,0.801282051
EL_TARTARO,2026,10,0.387717122
EL_TARTARO,2026,11,0.801282051
EL_TARTARO,2026,12,0.775434243
EL_TORO_N2,2026,1,0.708699902
EL_TORO_N2,2026,2,0.730519481
EL_TORO_N2,2026,3,0.708699902
EL_TORO_N2,2026,4,0.732323232
EL_TORO_N2,2026,5,0.708699902
EL_TORO_N2,2026,6,0.732323232
EL_TORO_N2,2026,7,0.708699902
EL_TORO_N2,2026,8,0.708699902
EL_TORO_N2,2026,9,0.732323232
EL_TORO_N2,2026,10,0.708699902
EL_TORO_N2,2026,11,0.732323232
EL_TORO_N2,2026,12,0.708699902
ELTORO,2026,1,0.658661888
ELTORO,2026,2,0.456812169
ELTORO,2026,3,0.602270012
ELTORO,2026,4,0.123117284
ELTORO,2026,5,0
ELTORO,2026,6,0
ELTORO,2026,7,0
ELTORO,2026,8,0.113201912
ELTORO,2026,9,0
ELTORO,2026,10,0
ELTORO,2026,11,0.150401235
ELTORO,2026,12,0.302777778
ENSENADA,2026,1,0
ENSENADA,2026,2,0
ENSENADA,2026,3,0
ENSENADA,2026,4,0
ENSENADA,2026,5,0
ENSENADA,2026,6,0
ENSENADA,2026,7,0
ENSENADA,2026,8,0
ENSENADA,2026,9,0
ENSENADA,2026,10,0
ENSENADA,2026,11,0
ENSENADA,2026,12,0
EYZAGUIRRE,2026,1,0.480030722
EYZAGUIRRE,2026,2,0.467687075
EYZAGUIRRE,2026,3,0.396825397
EYZAGUIRRE,2026,4,0.423280423
EYZAGUIRRE,2026,5,0.204813108
EYZAGUIRRE,2026,6,0.152116402
EYZAGUIRRE,2026,7,0
EYZAGUIRRE,2026,8,0
EYZAGUIRRE,2026,9,0.205026455
EYZAGUIRRE,2026,10,0.243215566
EYZAGUIRRE,2026,11,0.41005291
EYZAGUIRRE,2026,12,0.480030722
FLORIDA_1,2026,1,0.19265233
FLORIDA_1,2026,2,0
FLORIDA_1,2026,3,0
FLORIDA_1,2026,4,0
FLORIDA_1,2026,5,0.076164875
FLORIDA_1,2026,6,0.050925926
FLORIDA_1,2026,7,0.076164875
FLORIDA_1,2026,8,0
FLORIDA_1,2026,9,0.069444444
FLORIDA_1,2026,10,0.19265233
FLORIDA_1,2026,11,0.5
FLORIDA_1,2026,12,0.501792115
FLORIDA_2,2026,1,0.919354839
FLORIDA_2,2026,2,0.867559524
FLORIDA_2,2026,3,0.612903226
FLORIDA_2,2026,4,0.4375
FLORIDA_2,2026,5,0.537634409
FLORIDA_2,2026,6,0.776388889
FLORIDA_2,2026,7,0.849462366
FLORIDA_2,2026,8,0.758736559
FLORIDA_2,2026,9,0.885416667
FLORIDA_2,2026,10,0.923387097
FLORIDA_2,2026,11,0.938888889
FLORIDA_2,2026,12,0.939516129
FLORIDA_3,2026,1,0.978494624
FLORIDA_3,2026,2,0.964285714
FLORIDA_3,2026,3,0.978494624
FLORIDA_3,2026,4,0.938888889
FLORIDA_3,2026,5,0.774193548
FLORIDA_3,2026,6,0.938888889
FLORIDA_3,2026,7,0.978494624
FLORIDA_3,2026,8,0.978494624
FLORIDA_3,2026,9,0.938888889
FLORIDA_3,2026,10,0.978494624
FLORIDA_3,2026,11,0.938888889
FLORIDA_3,2026,12,0.978494624
GUAYACAN,2026,1,1.001344086
GUAYACAN,2026,2,0.999503968
GUAYACAN,2026,3,1.001344086
GUAYACAN,2026,4,0.900462963
GUAYACAN,2026,5,1.001344086
GUAYACAN,2026,6,1
GUAYACAN,2026,7,1.001344086
GUAYACAN,2026,8,0.806451613
GUAYACAN,2026,9,1
GUAYACAN,2026,10,1.001344086
GUAYACAN,2026,11,1
GUAYACAN,2026,12,1.001344086
HIDRO_BONITO_MC1,2026,1,0.421146953
HIDRO_BONITO_MC1,2026,2,0.307539683
HIDRO_BONITO_MC1,2026,3,0.325567503
HIDRO_BONITO_MC1,2026,4,0.444444444
HIDRO_BONITO_MC1,2026,5,1.0020908
HIDRO_BONITO_MC1,2026,6,0.583333333
HIDRO_BONITO_MC1,2026,7,0.748207885
HIDRO_BONITO_MC1,2026,8,0.798984468
HIDRO_BONITO_MC1,2026,9,0.793209877
HIDRO_BONITO_MC1,2026,10,0.64516129
HIDRO_BONITO_MC1,2026,11,0.63117284
HIDRO_BONITO_MC1,2026,12,0.940860215
HIDRO_BONITO_MC2,2026,1,0.113407258
HIDRO_BONITO_MC2,2026,2,0.037202381
HIDRO_BONITO_MC2,2026,3,0.042002688
HIDRO_BONITO_MC2,2026,4,0.147569444
HIDRO_BONITO_MC2,2026,5,0.646841398
HIDRO_BONITO_MC2,2026,6,0.243055556
HIDRO_BONITO_MC2,2026,7,0.361223118
HIDRO_BONITO_MC2,2026,8,0.390625
HIDRO_BONITO_MC2,2026,9,0.381944444
HIDRO_BONITO_MC2,2026,10,0.277217742
HIDRO_BONITO_MC2,2026,11,0.277777778
HIDRO_BONITO_MC2,2026,12,0.298219086
HIDROPALMAR,2026,1,0.206782465
HIDROPALMAR,2026,2,0.130494505
HIDROPALMAR,2026,3,0.159222498
HIDROPALMAR,2026,4,0.355769231
HIDROPALMAR,2026,5,0.661703888
HIDROPALMAR,2026,6,0.707264957
HIDROPALMAR,2026,7,0.903639371
HIDROPALMAR,2026,8,0.669975186
HIDROPALMAR,2026,9,0.871794872
HIDROPALMAR,2026,10,0.539702233
HIDROPALMAR,2026,11,0.306623932
HIDROPALMAR,2026,12,1.00082713
HORNITOS_CH,2026,1,0.676441838
HORNITOS_CH,2026,2,0.590909091
HORNITOS_CH,2026,3,0.527614858
HORNITOS_CH,2026,4,0.312626263
HORNITOS_CH,2026,5,0.285923754
HORNITOS_CH,2026,6,0.309090909
HORNITOS_CH,2026,7,0.343597263
HORNITOS_CH,2026,8,0.269794721
HORNITOS_CH,2026,9,0.364393939
HORNITOS_CH,2026,10,0.556451613
HORNITOS_CH,2026,11,1
HORNITOS_CH,2026,12,1.000488759
ISLA,2026,1,0.777232352
ISLA,2026,2,1.000258799
ISLA,2026,3,0.944950912
ISLA,2026,4,0.392914654
ISLA,2026,5,1.000272713
ISLA,2026,6,1
ISLA,2026,7,0.806841203
ISLA,2026,8,0.602111579
ISLA,2026,9,0.721819646
ISLA,2026,10,0.973585788
ISLA,2026,11,1
ISLA,2026,12,1.000272713
ITATA,2026,1,0
ITATA,2026,2,0
ITATA,2026,3,0
ITATA,2026,4,0.116666667
ITATA,2026,5,0.455645161
ITATA,2026,6,0.916666667
ITATA,2026,7,0.953629032
ITATA,2026,8,0.919354839
ITATA,2026,9,0.9125
ITATA,2026,10,0.709677419
ITATA,2026,11,0.170833333
ITATA,2026,12,0.135752688
JUNCAL,2026,1,0.511592742
JUNCAL,2026,2,0.446428571
JUNCAL,2026,3,0.399025538
JUNCAL,2026,4,0.236545139
JUNCAL,2026,5,0.215893817
JUNCAL,2026,6,0.233506944
JUNCAL,2026,7,0.259576613
JUNCAL,2026,8,0.204133065
JUNCAL,2026,9,0.275173611
JUNCAL,2026,10,0.420866935
JUNCAL,2026,11,0.768229167
JUNCAL,2026,12,1.000504032
LA_ARENA,2026,1,0.922939068
LA_ARENA,2026,2,0.476190476
LA_ARENA,2026,3,0.748207885
LA_ARENA,2026,4,1
LA_ARENA,2026,5,1.003584229
LA_ARENA,2026,6,0.925925926
LA_ARENA,2026,7,1.003584229
LA_ARENA,2026,8,1.003584229
LA_ARENA,2026,9,1
LA_ARENA,2026,10,1.003584229
LA_ARENA,2026,11,0.680555556
LA_ARENA,2026,12,1.003584229
LA_CONFLUENCIA,2026,1,0.789897612
LA_CONFLUENCIA,2026,2,0.692894345
LA_CONFLUENCIA,2026,3,0.483442705
LA_CONFLUENCIA,2026,4,0.26807598
LA_CONFLUENCIA,2026,5,0.283971115
LA_CONFLUENCIA,2026,6,0.280330882
LA_CONFLUENCIA,2026,7,0.285453563
LA_CONFLUENCIA,2026,8,0.064568838
LA_CONFLUENCIA,2026,9,0.467218137
LA_CONFLUENCIA,2026,10,0.42883921
LA_CONFLUENCIA,2026,11,0.932819308
LA_CONFLUENCIA,2026,12,0.967297201
LA_HIGUERA,2026,1,0.905827263
LA_HIGUERA,2026,2,0.752880184
LA_HIGUERA,2026,3,0.535379813
LA_HIGUERA,2026,4,0.294802867
LA_HIGUERA,2026,5,0.527402012
LA_HIGUERA,2026,6,0.500089606
LA_HIGUERA,2026,7,0.50580992
LA_HIGUERA,2026,8,0.368453
LA_HIGUERA,2026,9,0.833512545
LA_HIGUERA,2026,10,0.629032258
LA_HIGUERA,2026,11,1
LA_HIGUERA,2026,12,1.000086715
LA_MINA,2026,1,1.001192171
LA_MINA,2026,2,1.000740043
LA_MINA,2026,3,0.669511094
LA_MINA,2026,4,0.163706494
LA_MINA,2026,5,0.850723983
LA_MINA,2026,6,0.621187657
LA_MINA,2026,7,0.378340683
LA_MINA,2026,8,0.243063995
LA_MINA,2026,9,0.33563569
LA_MINA,2026,10,0.843128234
LA_MINA,2026,11,0.797601961
LA_MINA,2026,12,0.850723983
LA_MONTANA_1,2026,1,0.215053763
LA_MONTANA_1,2026,2,0.208333333
LA_MONTANA_1,2026,3,0.215053763
LA_MONTANA_1,2026,4,0.439814815
LA_MONTANA_1,2026,5,1.003584229
LA_MONTANA_1,2026,6,1
LA_MONTANA_1,2026,7,1.003584229
LA_MONTANA_1,2026,8,0.640681004
LA_MONTANA_1,2026,9,0.99537037
LA_MONTANA_1,2026,10,1.003584229
LA_MONTANA_1,2026,11,0.972222222
LA_MONTANA_1,2026,12,0.922939068
LA_MONTANA_2,2026,1,0.466893039
LA_MONTANA_2,2026,2,0.250626566
LA_MONTANA_2,2026,3,0.169779287
LA_MONTANA_2,2026,4,0.423976608
LA_MONTANA_2,2026,5,1.004527448
LA_MONTANA_2,2026,6,1.001461988
LA_MONTANA_2,2026,7,1.004527448
LA_MONTANA_2,2026,8,0.848896435
LA_MONTANA_2,2026,9,1.001461988
LA_MONTANA_2,2026,10,1.004527448
LA_MONTANA_2,2026,11,1.001461988
LA_MONTANA_2,2026,12,1.004527448
LA_PALOMA,2026,1,0.543478261
LA_PALOMA,2026,2,0.617883023
LA_PALOMA,2026,3,0.508415147
LA_PALOMA,2026,4,0.431763285
LA_PALOMA,2026,5,0.2571295
LA_PALOMA,2026,6,0.163043478
LA_PALOMA,2026,7,0.157784011
LA_PALOMA,2026,8,0.286348761
LA_PALOMA,2026,9,0.47705314
LA_PALOMA,2026,10,0.578541374
LA_PALOMA,2026,11,0.754830918
LA_PALOMA,2026,12,0.718793829
LA_VINA,2026,1,0.998324762
LA_VINA,2026,2,1.024413389
LA_VINA,2026,3,0.998324762
LA_VINA,2026,4,1.006441224
LA_VINA,2026,5,0.998324762
LA_VINA,2026,6,0.251610306
LA_VINA,2026,7,0.998324762
LA_VINA,2026,8,0.998324762
LA_VINA,2026,9,1.006441224
LA_VINA,2026,10,0.998324762
LA_VINA,2026,11,1.006441224
LA_VINA,2026,12,0.998324762
LAJA_I,2026,1,0.295040291
LAJA_I,2026,2,0.206489022
LAJA_I,2026,3,0.222945453
LAJA_I,2026,4,0.261147881
LAJA_I,2026,5,0.999924068
LAJA_I,2026,6,0.793160773
LAJA_I,2026,7,0.851816193
LAJA_I,2026,8,0.673146375
LAJA_I,2026,9,0.693965066
LAJA_I,2026,10,0.601051536
LAJA_I,2026,11,0.587076631
LAJA_I,2026,12,0.626911642
LAS_FLORES,2026,1,0.201612903
LAS_FLORES,2026,2,0.130208333
LAS_FLORES,2026,3,0.134408602
LAS_FLORES,2026,4,0.355902778
LAS_FLORES,2026,5,0.739247312
LAS_FLORES,2026,6,0.486111111
LAS_FLORES,2026,7,0.655241935
LAS_FLORES,2026,8,0.688844086
LAS_FLORES,2026,9,0.694444444
LAS_FLORES,2026,10,0.478830645
LAS_FLORES,2026,11,0.46875
LAS_FLORES,2026,12,0.31922043
LAS_LAJAS,2026,1,0.6669083
LAS_LAJAS,2026,2,0.725153826
LAS_LAJAS,2026,3,0.651906891
LAS_LAJAS,2026,4,0.524344569
LAS_LAJAS,2026,5,0.365369901
LAS_LAJAS,2026,6,0.311173533
LAS_LAJAS,2026,7,0.313670412
LAS_LAJAS,2026,8,0.23956949
LAS_LAJAS,2026,9,0.289689971
LAS_LAJAS,2026,10,0.30496154
LAS_LAJAS,2026,11,0.580004161
LAS_LAJAS,2026,12,0.782187588
LAS_NIEVES,2026,1,0.7382134
LAS_NIEVES,2026,2,0.663919414
LAS_NIEVES,2026,3,0.7382134
LAS_NIEVES,2026,4,0.713675214
LAS_NIEVES,2026,5,0.41356493
LAS_NIEVES,2026,6,0.222222222
LAS_NIEVES,2026,7,0.496277916
LAS_NIEVES,2026,8,0.624483044
LAS_NIEVES,2026,9,0.713675214
LAS_NIEVES,2026,10,0.7382134
LAS_NIEVES,2026,11,0.713675214
LAS_NIEVES,2026,12,0.7382134
LAS_VERTIENTES,2026,1,0.995919161
LAS_VERTIENTES,2026,2,1.004016064
LAS_VERTIENTES,2026,3,0.995919161
LAS_VERTIENTES,2026,4,1.004016064
LAS_VERTIENTES,2026,5,0.995919161
LAS_VERTIENTES,2026,6,1.004016064
LAS_VERTIENTES,2026,7,0.995919161
LAS_VERTIENTES,2026,8,0.607267781
LAS_VERTIENTES,2026,9,1.004016064
LAS_VERTIENTES,2026,10,0.995919161
LAS_VERTIENTES,2026,11,0.485274431
LAS_VERTIENTES,2026,12,0.995919161
LICAN,2026,1,0
LICAN,2026,2,0
LICAN,2026,3,0
LICAN,2026,4,1
LICAN,2026,5,1.000158128
LICAN,2026,6,1
LICAN,2026,7,1.000158128
LICAN,2026,8,1.000158128
LICAN,2026,9,1
LICAN,2026,10,0.940860215
LICAN,2026,11,1
LICAN,2026,12,1.000158128
LIRCAY,2026,1,0.744906621
LIRCAY,2026,2,0.663377193
LIRCAY,2026,3,0.581494058
LIRCAY,2026,4,0.730994152
LIRCAY,2026,5,0.51499717
LIRCAY,2026,6,0.514619883
LIRCAY,2026,7,0.51499717
LIRCAY,2026,8,0.51499717
LIRCAY,2026,9,0.590643275
LIRCAY,2026,10,0.956423316
LIRCAY,2026,11,1
LIRCAY,2026,12,1.000282965
LLAUQUEREO,2026,1,0.160830806
LLAUQUEREO,2026,2,0.152625153
LLAUQUEREO,2026,3,0.137854977
LLAUQUEREO,2026,4,0.59354226
LLAUQUEREO,2026,5,0.873081518
LLAUQUEREO,2026,6,0.870528648
LLAUQUEREO,2026,7,0.873081518
LLAUQUEREO,2026,8,0.444199369
LLAUQUEREO,2026,9,0.696422919
LLAUQUEREO,2026,10,0.505468247
LLAUQUEREO,2026,11,0.553972776
LLAUQUEREO,2026,12,0.742885151
LOMA_ALTA,2026,1,0.764061208
LOMA_ALTA,2026,2,0.982905983
LOMA_ALTA,2026,3,0.92810863
LOMA_ALTA,2026,4,0.386396011
LOMA_ALTA,2026,5,0.982216708
LOMA_ALTA,2026,6,0.982905983
LOMA_ALTA,2026,7,0.705128205
LOMA_ALTA,2026,8,0.591742487
LOMA_ALTA,2026,9,0.709757835
LOMA_ALTA,2026,10,0.956713537
LOMA_ALTA,2026,11,0.982905983
LOMA_ALTA,2026,12,0.982216708
LOS_BAJOS,2026,1,0.979087836
LOS_BAJOS,2026,2,0.977716564
LOS_BAJOS,2026,3,0.979087836
LOS_BAJOS,2026,4,0.952210915
LOS_BAJOS,2026,5,0.897497183
LOS_BAJOS,2026,6,0.972048642
LOS_BAJOS,2026,7,0.97188866
LOS_BAJOS,2026,8,0.97188866
LOS_BAJOS,2026,9,0.972048642
LOS_BAJOS,2026,10,0.974288386
LOS_BAJOS,2026,11,0.972048642
LOS_BAJOS,2026,12,0.976688111
LOS_CONDORES,2026,1,1
LOS_CONDORES,2026,2,1
LOS_CONDORES,2026,3,1
LOS_CONDORES,2026,4,0
LOS_CONDORES,2026,5,0
LOS_CONDORES,2026,6,0
LOS_CONDORES,2026,7,0
LOS_CONDORES,2026,8,0
LOS_CONDORES,2026,9,0
LOS_CONDORES,2026,10,0.905645161
LOS_CONDORES,2026,11,0
LOS_CONDORES,2026,12,0.68844086
LOS_CORRALES_1,2026,1,0.238595152
LOS_CORRALES_1,2026,2,0.140884756
LOS_CORRALES_1,2026,3,0.159063434
LOS_CORRALES_1,2026,4,0.394477318
LOS_CORRALES_1,2026,5,0.763504486
LOS_CORRALES_1,2026,6,0.788954635
LOS_CORRALES_1,2026,7,0.92256792
LOS_CORRALES_1,2026,8,0.763504486
LOS_CORRALES_1,2026,9,0.953320184
LOS_CORRALES_1,2026,10,0.604441051
LOS_CORRALES_1,2026,11,0.542406312
LOS_CORRALES_1,2026,12,0.92256792
LOS_CORRALES_2,2026,1,0
LOS_CORRALES_2,2026,2,0
LOS_CORRALES_2,2026,3,0
LOS_CORRALES_2,2026,4,0.214707461
LOS_CORRALES_2,2026,5,0.805152979
LOS_CORRALES_2,2026,6,0.966183575
LOS_CORRALES_2,2026,7,0.948002701
LOS_CORRALES_2,2026,8,0.948002701
LOS_CORRALES_2,2026,9,0.966183575
LOS_CORRALES_2,2026,10,0.753207626
LOS_CORRALES_2,2026,11,0.281803543
LOS_CORRALES_2,2026,12,0.701262272
LOS_HIERROS,2026,1,0.226338508
LOS_HIERROS,2026,2,0.223273667
LOS_HIERROS,2026,3,0.196839413
LOS_HIERROS,2026,4,0.545357808
LOS_HIERROS,2026,5,0.726214075
LOS_HIERROS,2026,6,0.727143744
LOS_HIERROS,2026,7,0.726214075
LOS_HIERROS,2026,8,0.726214075
LOS_HIERROS,2026,9,0.635142325
LOS_HIERROS,2026,10,0.273537059
LOS_HIERROS,2026,11,0.226123969
LOS_HIERROS,2026,12,0.226338508
LOS_HIERROS_2,2026,1,0.21953405
LOS_HIERROS_2,2026,2,0.218253968
LOS_HIERROS_2,2026,3,0.19265233
LOS_HIERROS_2,2026,4,0.532407407
LOS_HIERROS_2,2026,5,0.712365591
LOS_HIERROS_2,2026,6,0.708333333
LOS_HIERROS_2,2026,7,0.712365591
LOS_HIERROS_2,2026,8,0.712365591
LOS_HIERROS_2,2026,9,0.618055556
LOS_HIERROS_2,2026,10,0.266577061
LOS_HIERROS_2,2026,11,0.222222222
LOS_HIERROS_2,2026,12,0.21953405
LOS_MOLLES,2026,1,0.135902031
LOS_MOLLES,2026,2,0.132275132
LOS_MOLLES,2026,3,0.135902031
LOS_MOLLES,2026,4,0.140432099
LOS_MOLLES,2026,5,0.149342891
LOS_MOLLES,2026,6,0.192901235
LOS_MOLLES,2026,7,0.255376344
LOS_MOLLES,2026,8,0.284498208
LOS_MOLLES,2026,9,0.532407407
LOS_MOLLES,2026,10,0.5010454
LOS_MOLLES,2026,11,0.702932099
LOS_MOLLES,2026,12,0.769862605
LOS_MORROS,2026,1,0.997725393
LOS_MORROS,2026,2,1.001602564
LOS_MORROS,2026,3,0.997725393
LOS_MORROS,2026,4,0.608974359
LOS_MORROS,2026,5,0.589330025
LOS_MORROS,2026,6,0.379273504
LOS_MORROS,2026,7,0.940860215
LOS_MORROS,2026,8,0.940860215
LOS_MORROS,2026,9,0.993589744
LOS_MORROS,2026,10,0.997725393
LOS_MORROS,2026,11,0.993589744
LOS_MORROS,2026,12,0.997725393
LOS_PADRES,2026,1,0.916422287
LOS_PADRES,2026,2,0.946969697
LOS_PADRES,2026,3,0.916422287
LOS_PADRES,2026,4,0.883838384
LOS_PADRES,2026,5,0.916422287
LOS_PADRES,2026,6,0.883838384
LOS_PADRES,2026,7,0.916422287
LOS_PADRES,2026,8,0.916422287
LOS_PADRES,2026,9,0.883838384
LOS_PADRES,2026,10,0.916422287
LOS_PADRES,2026,11,0.883838384
LOS_PADRES,2026,12,0.916422287
LOS_QUILOS,2026,1,0.943218261
LOS_QUILOS,2026,2,0.901435135
LOS_QUILOS,2026,3,0.724256879
LOS_QUILOS,2026,4,0.498468393
LOS_QUILOS,2026,5,0.497884496
LOS_QUILOS,2026,6,0.529448622
LOS_QUILOS,2026,7,0.685180694
LOS_QUILOS,2026,8,0.598269868
LOS_QUILOS,2026,9,0.797131718
LOS_QUILOS,2026,10,0.951302989
LOS_QUILOS,2026,11,1.000069618
LOS_QUILOS,2026,12,0.999811356
MACHICURA,2026,1,0.407706093
MACHICURA,2026,2,0.338458995
MACHICURA,2026,3,0.448476703
MACHICURA,2026,4,0.579320988
MACHICURA,2026,5,0.643667861
MACHICURA,2026,6,0.87191358
MACHICURA,2026,7,1
MACHICURA,2026,8,0.891726404
MACHICURA,2026,9,0.753549383
MACHICURA,2026,10,1
MACHICURA,2026,11,1
MACHICURA,2026,12,0.97983871
MAISAN,2026,1,0.22781119
MAISAN,2026,2,0.151331719
MAISAN,2026,3,0.318935666
MAISAN,2026,4,0.541431262
MAISAN,2026,5,0.956806998
MAISAN,2026,6,0.941619586
MAISAN,2026,7,0.956806998
MAISAN,2026,8,0.956806998
MAISAN,2026,9,0.918079096
MAISAN,2026,10,0.410060142
MAISAN,2026,11,0.564971751
MAISAN,2026,12,0.364497904
MAITENES,2026,1,0.420568852
MAITENES,2026,2,0.41858679
MAITENES,2026,3,0.388484218
MAITENES,2026,4,0.491935484
MAITENES,2026,5,0.493409643
MAITENES,2026,6,0.445340502
MAITENES,2026,7,0.463926465
MAITENES,2026,8,0.489941034
MAITENES,2026,9,0.534050179
MAITENES,2026,10,0.541103018
MAITENES,2026,11,0.5640681
MAITENES,2026,12,0.552809573
MAITENES_AM,2026,1,0
MAITENES_AM,2026,2,0
MAITENES_AM,2026,3,0
MAITENES_AM,2026,4,0
MAITENES_AM,2026,5,0
MAITENES_AM,2026,6,0
MAITENES_AM,2026,7,0
MAITENES_AM,2026,8,0
MAITENES_AM,2026,9,0
MAITENES_AM,2026,10,0
MAITENES_AM,2026,11,0
MAITENES_AM,2026,12,0
MALALCAHUELLO,2026,1,0.230832165
MALALCAHUELLO,2026,2,0.153662008
MALALCAHUELLO,2026,3,0
MALALCAHUELLO,2026,4,0.144927536
MALALCAHUELLO,2026,5,0.715871903
MALALCAHUELLO,2026,6,0.976751208
MALALCAHUELLO,2026,7,0.977384292
MALALCAHUELLO,2026,8,0.977384292
MALALCAHUELLO,2026,9,0.976751208
MALALCAHUELLO,2026,10,0.96715755
MALALCAHUELLO,2026,11,0.751811594
MALALCAHUELLO,2026,12,0.639901823
MALLARAUCO,2026,1,1.004111322
MALLARAUCO,2026,2,1.006652661
MALLARAUCO,2026,3,1.004111322
MALLARAUCO,2026,4,1.004901961
MALLARAUCO,2026,5,1.004111322
MALLARAUCO,2026,6,1.004901961
MALLARAUCO,2026,7,0.770872865
MALLARAUCO,2026,8,1.004111322
MALLARAUCO,2026,9,1.004901961
MALLARAUCO,2026,10,1.004111322
MALLARAUCO,2026,11,1.004901961
MALLARAUCO,2026,12,1.004111322
MAMPIL,2026,1,0.213098729
MAMPIL,2026,2,0.192099567
MAMPIL,2026,3,0.150048876
MAMPIL,2026,4,0.203535354
MAMPIL,2026,5,0.458944282
MAMPIL,2026,6,0.743939394
MAMPIL,2026,7,0.767595308
MAMPIL,2026,8,0.473607038
MAMPIL,2026,9,0.618181818
MAMPIL,2026,10,0.510752688
MAMPIL,2026,11,0.366161616
MAMPIL,2026,12,0.465053763
MARIA_ELENA,2026,1,0.440683941
MARIA_ELENA,2026,2,0.390320062
MARIA_ELENA,2026,3,0.352547153
MARIA_ELENA,2026,4,0.637522769
MARIA_ELENA,2026,5,1.013573065
MARIA_ELENA,2026,6,1.001821494
MARIA_ELENA,2026,7,1.013573065
MARIA_ELENA,2026,8,1.013573065
MARIA_ELENA,2026,9,1.001821494
MARIA_ELENA,2026,10,1.013573065
MARIA_ELENA,2026,11,0.637522769
MARIA_ELENA,2026,12,1.013573065
MARIPOSAS,2026,1,0.573476703
MARIPOSAS,2026,2,0.496031746
MARIPOSAS,2026,3,0.658602151
MARIPOSAS,2026,4,0.62962963
MARIPOSAS,2026,5,0.577956989
MARIPOSAS,2026,6,0.578703704
MARIPOSAS,2026,7,0.577956989
MARIPOSAS,2026,8,0.577956989
MARIPOSAS,2026,9,0.613425926
MARIPOSAS,2026,10,0.999103943
MARIPOSAS,2026,11,1
MARIPOSAS,2026,12,0.999103943
MELO,2026,1,0.841750842
MELO,2026,2,0.846761263
MELO,2026,3,0.841750842
MELO,2026,4,0.851103629
MELO,2026,5,0.941312769
MELO,2026,6,0.9446315
MELO,2026,7,0.941312769
MELO,2026,8,0.941312769
MELO,2026,9,0.897867565
MELO,2026,10,0.841750842
MELO,2026,11,0.851103629
MELO,2026,12,0.841750842
MOLINERA_VILLARRICA,2026,1,0.358422939
MOLINERA_VILLARRICA,2026,2,0.347222222
MOLINERA_VILLARRICA,2026,3,0.313620072
MOLINERA_VILLARRICA,2026,4,0.231481481
MOLINERA_VILLARRICA,2026,5,0.672043011
MOLINERA_VILLARRICA,2026,6,0.740740741
MOLINERA_VILLARRICA,2026,7,0.761648746
MOLINERA_VILLARRICA,2026,8,0.85125448
MOLINERA_VILLARRICA,2026,9,0.787037037
MOLINERA_VILLARRICA,2026,10,0.672043011
MOLINERA_VILLARRICA,2026,11,0.555555556
MOLINERA_VILLARRICA,2026,12,0.537634409
MSA_1,2026,1,0.403225806
MSA_1,2026,2,0.342261905
MSA_1,2026,3,0.295698925
MSA_1,2026,4,0.75
MSA_1,2026,5,1.003584229
MSA_1,2026,6,1
MSA_1,2026,7,0.981182796
MSA_1,2026,8,0.976702509
MSA_1,2026,9,1
MSA_1,2026,10,1.003584229
MSA_1,2026,11,1
MSA_1,2026,12,0.994623656
MUCHI,2026,1,0.215053763
MUCHI,2026,2,0.119047619
MUCHI,2026,3,0.134408602
MUCHI,2026,4,0.333333333
MUCHI,2026,5,0.739247312
MUCHI,2026,6,0.472222222
MUCHI,2026,7,0.64516129
MUCHI,2026,8,0.685483871
MUCHI,2026,9,0.680555556
MUCHI,2026,10,0.456989247
MUCHI,2026,11,0.472222222
MUCHI,2026,12,0.322580645
MULCHEN,2026,1,0.143369176
MULCHEN,2026,2,0.119047619
MULCHEN,2026,3,0.098566308
MULCHEN,2026,4,0.236111111
MULCHEN,2026,5,1.003584229
MULCHEN,2026,6,1
MULCHEN,2026,7,1.003584229
MULCHEN,2026,8,0.609318996
MULCHEN,2026,9,0.851851852
MULCHEN,2026,10,0.61827957
MULCHEN,2026,11,0.555555556
MULCHEN,2026,12,0.430107527
MUNILQUE_1,2026,1,0.146627566
MUNILQUE_1,2026,2,0.162337662
MUNILQUE_1,2026,3,0.073313783
MUNILQUE_1,2026,4,0.252525253
MUNILQUE_1,2026,5,1.001955034
MUNILQUE_1,2026,6,1.01010101
MUNILQUE_1,2026,7,1.001955034
MUNILQUE_1,2026,8,0.586510264
MUNILQUE_1,2026,9,0.858585859
MUNILQUE_1,2026,10,0.586510264
MUNILQUE_1,2026,11,0.580808081
MUNILQUE_1,2026,12,0.439882698
MUNILQUE_2,2026,1,0.146627566
MUNILQUE_2,2026,2,0.162337662
MUNILQUE_2,2026,3,0.073313783
MUNILQUE_2,2026,4,0.252525253
MUNILQUE_2,2026,5,1.001955034
MUNILQUE_2,2026,6,1.01010101
MUNILQUE_2,2026,7,1.001955034
MUNILQUE_2,2026,8,0.586510264
MUNILQUE_2,2026,9,0.858585859
MUNILQUE_2,2026,10,0.586510264
MUNILQUE_2,2026,11,0.580808081
